Nß lote;T°tulo;Autor;Editorial;A§o;P£blico;Idioma;P†ginas;Resumen_navarra;genero_fix;IA_Tags;Geografia_Autor;Genero_Principal_IA;Subgeneros_Limpios_IA
062C;El secuestro de la bibliotecaria;Mahy, Margaret;Alfaguara;2002;Infantil - 8 a§os;Castellano;46;Margaret Mahy, autora neozelandesa galardonada con el Premio Andersen de Literatura Infantil, fue la creadora de este cuento, uno de los preferidos por los profesionales de bibliotecas y tambiÇn por sus m†s j¢venes lectores. En Çl, unos bandidos deciden secuestrar a la bibliotecaria y pedir por ella un rescate al ayuntamiento. Durante el rapto, los bandidos enferman de sarampi¢n y la bibliotecaria les ayuda a superar la enfermedad con la ayuda de los libros. As° comienza una amistad que se va fortaleciendo a travÇs de diversos episodios que permiten a la autora transmitir algunas ideas relacionadas con las bibliotecas y el importante papel que desempe§an en la sociedad. El genial ilustrador aporta su particular humor a este universal relato.;femenino;literatura infantil, bibliotecas, secuestro, lectura, amistad;Ocean°a, Nueva Zelanda;Infantil;Relatos/Cuentos, Humor/S†tira
235N;La habitaci¢n de invitados;Garner, Helen;Salamandra;2010;Adulto;Castellano;155;Merecedora de diversos premios, as° como del aplauso de la cr°tica y el favor de miles de lectores en diversos pa°ses, esta novela marca el regreso a la ficci¢n de Helen Garner, autora de enorme prestigio en su Australia natal. El car†cter autobiogr†fico de esta hermosa y emocionante exploraci¢n del ser m†s profundo queda evidente en las caracter°sticas de su personaje principal, Helen, una escritora de edad madura y arquetipo de la mujer moderna y emancipada. Helen prepara con esmero el cuarto de invitados a la espera de la llegada de su vieja amiga Nicola, tan bohemia e independiente como ella. Nicola va a quedarse tres semanas para someterse a un tratamiento de medicina alternativa, aunque muy pronto se hace evidente que se encuentra m†s enferma de lo que ella misma est† dispuesta a aceptar. Por su parte, Helen, convertida en enfermera, †ngel de la guarda y juez, apenas puede disimular su disgusto por la extravagante cura en la que su amiga conf°a ciegamente. El desacuerdo entre ambas no s¢lo genera una inesperada brecha en su amistad, sino que las mueve a reflexionar hasta quÇ punto est†n dispuestas a sacrificar los intereses propios por ayudar a otra persona, poniendo en peligro un estilo de vida al que no desean renunciar. Exenta de sentimentalismo, pero llena de sentimiento, inteligencia y humor, La habitaci¢n de invitados ahonda en los m£ltiples sacrificios que exige la amistad y se pregunta d¢nde est†n los l°mites de la generosidad, de la paciencia, de la capacidad para enga§arnos y ahuyentar as° el fantasma de nuestra vulnerabilidad.;femenino;narrativa contempor†nea, realismo psicol¢gico, amistad femenina, enfermedad, Australia;Ocean°a, Australia - Urbana;Narrativa;Psicol¢gico/÷ntimo, Social/Pol°tico
095N;El sol de los Scorta;GaudÇ, Laurent;Salamandra;2006;Adulto;Castellano;237;Ganador del Premio Goncourt hace un par de a§os (y editada su obra en espa§ol en el a§o 2006), el francÇs Laurent GaudÇ recrea, como si fuese de la mism°sima Sicilia, el ambiente sure§o italiano de manera formidable en el desarrollo de esta historia de generaciones que abarca un per°odo de cien a§os, desde la parte final del siglo XIX hasta finales del siguiente siglo. Luciano Mascalzone ha vuelto a su peque§a localidad de Montepuccio tras pasar 15 a§os en prisi¢n. Decidido a gozar carnalmente con su obsesi¢n amorosa, Filomena Biscotti, posee en cambio a su hermana Immaculata, con quien tiene un hijo: Rocco Scorta Mascalzone. Muertos ambos, un marginado Rocco desaparecer† del lugar para convertirse a§os despuÇs en un hombre rico. Sus hijos Domenico, Giuseppe y Carmela no escapar†n a la maldici¢n de penurias de la familia Scorta.;masculino;saga familiar, novela hist¢rica, sur de Italia, Premio Goncourt, generaciones;Europa, Italia - Montepuccio (sur de Italia);Narrativa;Novela Hist¢rica, Social/Pol°tico
016C;Juntos, nada m†s;Gavalda, Anna;Seix Barral;2004;Adulto;Castellano;543;"Una novela intimista que destila felicidad, amor y ternura. Camille Fauque tiene 26 a§os. Fr†gil y desorientada, malvive en una buhardilla y parece esmerarse en desaparecer. Philibert Marquet, su vecino, vive en un apartamento enorme del que podr°a ser desalojado; es tartamudo, un caballero a la antigua que vende postales en un museo, y el casero Franck es mujeriego y malhablado, casi vulgar, lo cual irrita a la £nica persona que le ha querido, su abuela Paulette, que a sus 83 a§os se deja morir en un asilo a§orando su hogar y las visitas de su nieto. Cuatro personajes magullados por la vida, cuyo encuentro va a salvarlos de un naufragio anunciado. La relaci¢n que se establece entre estos personajes de coraz¢n puro es de una riqueza inaudita. Anna Gavalda deja hablar a sus personajes, posee un agudo sentido de la observaci¢n de la fragilidad del ser humano, del delicado equilibrio entre la felicidad y la desesperanza, entre los sentimientos y las palabras para contarlos.";femenino;narrativa contempor†nea, relaciones interpersonales, Par°s, realismo psicol¢gico, convivencia;Europa, Francia - Par°s;Narrativa;Psicol¢gico/÷ntimo, Social/Pol°tico
421N;Sobres y cartas;Gaztelu, Pernando;P. Gaztelu;2016;Adulto;Castellano;112;Once relatos y diez cartas donde hay: muerte, amenazas, torturas, desenga§os, ilusiones, poes°a, perversi¢n, sexo y hasta humor. ®Te lo vas a perder?;masculino;narrativa breve, literatura epistolar, temas existenciales, experimentaci¢n formal, relatos contempor†neos;Europa, Espa§a;Narrativa;Relatos/Cuentos, Psicol¢gico/÷ntimo, Humor/S†tira
096C;Come, reza, ama;Gilbert, Elizabeth;Aguilar;2007;Adulto;Castellano;448;L£cida y valiente novela autobiogr†fica que ha sido un gran Çxito de ventas desde su publicaci¢n en Estados Unidos. Come, reza, amaˇtrata de lo que ocurre cuando decidimos ser art°fices de nuestra felicidad y dejamos de intentar vivir seg£n los modelos que nos imponen. Es la historia de una mujer que luego de un divorcio traum†tico, seguido de un desenga§o amoroso, decide volver a empezar y emprender un largo viaje por Italia, India e Indonesia. Su objetivo es recuperar la plenitud perdida. En estos viajes ex¢ticos con escenarios maravillosos e inimaginables, se plantean problemas y conflictos cotidianos, con el que el lector f†cilmente se puede identificar. El libro plantea dos viajes centrales que se conjugan a travÇs de su desarrollo: uno es el viaje a esos pa°ses, sus vivencias y la experiencia vivida, el otro muy importante y profundo es el viaje del autoconocimiento, crecimiento personal y esperanza, el cual nos permite confiar en que siempre se puede volver a empezar. Se ha hecho una adaptaci¢n al cine de esta novela protagonizada por Julia Roberts y Javier Bardem.;femenino;autobiograf°a, viaje, crecimiento personal, siglo XXI, mujeres;"Europa, Italia - Roma; Asia, India; Asia, Indonesia - Bali";No Ficci¢n;Biogr†fico/Memorias, Viajes/Naturaleza, Gesti¢n Emocional/Valores
146C;Gure etxeko kontuak;Ginzburg, Natalia;Igela;2004;Adulto;Euskera;287;"Hau da, dudarik gabe, Natalia Ginzburgen libururik adierazgarrienetako bat. Bere familiaren ?lexikoa? du oinarri, axalean behintzat; baina batez ere hitzek, esaldiek, esaerek gogora ekartzen dizkioten gertaerak kontatuko dizkigu, horrek sortzen etxeko giroa adierazteko.
Natalia Ginzburgen liburuak irakurtzean berehala konturatzen gara oso hurbileko kontuak eta giroak berpizten dituela: horrela lortu zuen familia-kronikak osatzen dituzten lehengaiak erabiliz, hots, heriotzak, jaiotzak, senargai-andregai aldiak, ezkontzak, garai zail batean ?faxismoaren gorakada, bigarren mundu-gerra?, Levi familiak eta haren ingurukoek (Pavese, Olivetti?) bizi izan zituen gorabeherak kontatuz, garai hartako familiako giro berezia, hitzek ekartzen dizkioten oroitzapenen bidez, guri biziaraztea.";femenino;narrativa autobiogr†fica, Italia siglo XX, vida familiar, fascismo, memoria colectiva;Europa, Italia;Narrativa;Biogr†fico/Memorias, Conflictos BÇlicos/Historia, Social/Pol°tico
207N;La soledad de los n£meros primos;Giordano, Paolo;Salamandra;2009;Adulto;Castellano;281;Paolo Giordano se ha convertido, hoy por hoy, en el fen¢meno editorial m†s relevante de los £ltimos a§os en Italia. Con tan s¢lo veintisÇis a§os, La soledad de los n£meros primos, ¢pera prima de este reciÇn licenciado en F°sica Te¢rica, ha sido galardonada con el Premio Strega 2008. ÆEn una clase de primer curso Mattia hab°a estudiado que entre los n£meros primos hay algunos a£n m†s especiales. Los matem†ticos los llaman n£meros primos gemelos: son parejas de n£meros primos que est†n juntos, o mejor dicho, casi juntos, pues entre ellos media siempre un n£mero par que los impide tocarse de verdad. N£meros como el 11 y el 13, el 17 y el 19, o el 41 y el 43. Mattia pensaba que Alice y Çl eran as°, dos primos gemelos, solos y perdidos, juntos pero no lo bastante para tocarse de verdad.Ø Esta bella met†fora es la clave de la dolorosa y conmovedora historia de Alice y Mattia. Dos seres cuyas vidas han quedado condicionadas por las consecuencias irreversibles de sendos episodios ocurridos en su ni§ez. Desde la adolescencia hasta bien entrada la edad adulta, y pese a la fuerte atracci¢n que los une, la vida erigir† entre ellos barreras invisibles que pondr†n a prueba la solidez de su relaci¢n.;masculino;realismo psicol¢gico, trauma infantil, relaciones interpersonales, Italia contempor†nea, novela de formaci¢n;Europa, Italia;Narrativa;Psicol¢gico/÷ntimo, Novela de Aprendizaje (Bildungsroman)
284N;Tiempo de vida;Giralt Torrente, Marcos;Anagrama;2010;Adulto;Castellano;208;Toda narraci¢n, incluso aquella que pretende imitar la vida, es una ficci¢n. Un artificio. El escritor sale al mundo y lo que nos devuelve es una visi¢n de la vida, no la vida. Partiendo de esta premisa, Marcos Giralt Torrente se enfrenta en este relato °ntimo a un tema universal: la muerte del padre. A partir del dolor por la pÇrdida, reconstruye la relaci¢n con su padre, el tiempo de vida que comparti¢ con Çl, con asombroso af†n de fidelidad. Sin eludir las zonas de penumbra pero sin recrearse en ellas, sorteando con equilibrio cualquier exceso. De esa forma, con ayuda de una prosa hipn¢tica y concisa, la propia experiencia se transforma en experiencia de todos.;masculino;autoficci¢n, duelo, relaci¢n padre-hijo, narrativa contempor†nea, memoria personal;Europa, Espa§a - Madrid;Narrativa;Psicol¢gico/÷ntimo, Biogr†fico/Memorias
017C;"La loca de Chaillot; La guerra de Troya no tendr† lugar";Giraudoux, Jean;C†tedra;1996;Adulto;Castellano;293;"Dramaturgo, novelista y diplom†tico francÇs, cuyas ingeniosas obras de un original impresionismo, basado en el di†logo y en un gran estilo, contribuyeron a liberar el teatro francÇs de las restricciones del realismo. En 1943 termin¢ su £ltima obra, la s†tira La loca de Chaillot, que se represent¢ p¢stumamente en 1945. En el Par°s de los a§os 60, la condesa Aurelia, conocida como ""La loca de Chaillot"", vive en el pasado, en medio de una elegante decadencia, en una casa en el barrio de Chaillot. Sus amigas son Constance, Gabrielle y Josephine, mujeres como ella pertenecientes a otra Çpoca. La condesa descubre, a travÇs de un amigo llamado Roderick, que un grupo de conspiradores que se re£nen siempre en el cafÇ CafÇ Francis, planea llevar a cabo una serie de prospecciones en el subsuelo de Par°s para adue§arse de las reservas de petr¢leo de la ciudad. Con la ayuda de sus incondicionales amigas llevan a cabo un juicio secreto en el que condenan a muerte a los conspiradores y, tras convocarlos en su casa, con la excusa de que bajo el solar de su casa existe una gran acumulaci¢n de petr¢leo, las cuatro mujeres encierran en el s¢tano a los traidores del pueblo parisino.";masculino;teatro francÇs, s†tira social, Par°s, siglo XX, cr°tica al capitalismo;Europa, Francia - Par°s;Teatro;Humor/S†tira, Social/Pol°tico
189C;El bosque de los desaparecidos;Gisbert, Joan Manuel;Edelvives;2007;Infantil - 10 a§os;Castellano;132;Una ni§a llamada Ilse se desvi¢ una tarde de su camino. De haber sabido lo que le iba a ocurrir, no se hubiese alejado ni un paso del sendero que recorr°a.;masculino;literatura infantil, misterio, desaparici¢n, fantas°a;Europa, Espa§a;Infantil;Fantas°a, Novela Negra/Misterio
258N;Nochebuena;G¢gol, Nikolai;Suma de Letras;2002;Adulto;Castellano;109;Escritor ruso (1809-1852) nacido en la actual Ucrania, cuyas obras de teatro, relatos y novelas se encuentran entre las obras maestras de la literatura realista rusa del siglo XIX. Nochebuena es una novela muy breve, incluida en sus Veladas en un caser°o pr¢ximo a Dikanka, corpus de novelas cortas sobre las tradiciones folkl¢ricas ucranianas, escritas por G¢gol durante su estancia en San Petesburgo, donde este tipo de tem†ticas era muy del gusto del p£blico. G¢gol realiza una radiograf°a de todas las clases sociales y, veladamente, critica la superstici¢n, calibra la moralidad de los altos estamentos y de las jerarqu°as eclesi†sticas e, incluso, se atreve a poner en tela de juicio la pol°tica de los zares. Nochebuena es una obra menor, lejos todav°a de Las almas muertas, su obra maestra.;masculino;realismo ruso, folclore ucraniano, relato corto, cr°tica social, siglo XIX.;Europa, Rusia - Ucrania rural;Narrativa;Relatos/Cuentos, Social/Pol°tico, Tradici¢n Oral/Leyendas
422N;Anestesia;Goldaracena, Inaxio;Baile del sol;2016;Adulto;Castellano;61;Hay poetas que viven a la intemperie porque saben que no existe otro modo de vivir si quieren que, esa nube que les persigue a todas partes, les llueva la palabra sombra, la palabra noche, la palabra tiempo. DespuÇs, cuando llegue el insomnio escurrir†n la bruma, licuar†n el dolor y emprender†n su camino, siempre el mismo: el camino hacia el lobo.;masculino;poes°a contempor†nea, introspecci¢n, simbolismo, dolor, existencialismo;Local;Poes°a;
058N;Cartas desde un viaje imaginario;Goldberg, Lea;Pre-textos;2006;Adulto;Castellano;106;En oto§o de 1934, Rut huye de un amor desdichado. Desde Berl°n, Colonia, Bruselas, Brujas, Ostende, Par°s y Marsella escribir† a Emmanuel, el hombre al que profesa un amor no del todo correspondido, aunque estos viajes a dichas ciudades solo se efectuar†n con la fantas°a. Las cartas de esta novela epistolar se convierten as° en misivas de un viaje imaginario. Nuestra autora reflexionar† sobre el Berl°n nazi y entrecruzar† sus pensamientos con la literatura, pintura, naturaleza, el paso del tiempo, el amor... Lea Goldberg (1911-1970) naci¢ en Alemania pero emigr¢ a Palestina en 1935. Destaca como una de las m†s significativas poetas en lengua hebrea, traductora y autora de libros infantiles.;femenino;novela epistolar, Europa a§os 1930, introspecci¢n, literatura hebrea, contexto nazi;"Europa, Alemania - Berl°n; Europa, Alemania - Colonia; Europa, BÇlgica - Bruselas; Europa, BÇlgica - Brujas; Europa, BÇlgica - Ostende; Europa, Francia - Par°s; Europa, Francia - Marsella";Narrativa;Novela Hist¢rica, Psicol¢gico/÷ntimo, Social/Pol°tico
